2025-12-10 06:31:01 - OGBL-DDI Link Prediction - GCN with External Features
2025-12-10 06:31:01 - Device: cuda:0
2025-12-10 06:31:01 - Log directory: logs/ddi_gcn_pubchem_20251210_063101
2025-12-10 06:31:01 - ================================================================================
2025-12-10 06:31:02 - Dataset: 4267 nodes, 2135822 edges
2025-12-10 06:31:02 - Train edges: 1067911
2025-12-10 06:31:02 - Valid edges: 133489 pos, 101882 neg
2025-12-10 06:31:02 - Test edges: 133489 pos, 95599 neg
2025-12-10 06:31:02 - Loading external features...
2025-12-10 06:31:02 - Loaded PubChem features: shape=(4267, 9)
2025-12-10 06:31:02 -   PubChem properties: 9 dims
2025-12-10 06:31:02 - Combined features: 9 dims total
2025-12-10 06:31:02 - Loaded features: {'pubchem': 9}
2025-12-10 06:31:02 - Total feature dimension: 9
2025-12-10 06:31:02 - ================================================================================
2025-12-10 06:31:02 - Model Configuration:
2025-12-10 06:31:02 -   architecture: GCN + MLP
2025-12-10 06:31:02 -   num_layers: 2
2025-12-10 06:31:02 -   hidden_channels: 256
2025-12-10 06:31:02 -   dropout: 0.5
2025-12-10 06:31:02 -   fusion: concat
2025-12-10 06:31:02 -   external_features: ['pubchem']
2025-12-10 06:31:02 - Training Configuration:
2025-12-10 06:31:02 -   epochs: 2000
2025-12-10 06:31:02 -   lr: 0.005
2025-12-10 06:31:02 -   batch_size: 65536
2025-12-10 06:31:02 -   eval_steps: 5
2025-12-10 06:31:02 -   runs: 1
2025-12-10 06:31:02 - ================================================================================
2025-12-10 06:31:18 - [GCN] Epoch 0005 | loss 0.6428 | val@20 0.1716 | test@20 0.1139 | best 0.1716 (ep 5)
2025-12-10 06:31:31 - [GCN] Epoch 0010 | loss 0.5252 | val@20 0.2505 | test@20 0.1745 | best 0.2505 (ep 10)
2025-12-10 06:31:44 - [GCN] Epoch 0015 | loss 0.4349 | val@20 0.2924 | test@20 0.1918 | best 0.2924 (ep 15)
2025-12-10 06:31:57 - [GCN] Epoch 0020 | loss 0.3810 | val@20 0.1733 | test@20 0.1616 | best 0.2924 (ep 15)
2025-12-10 06:32:11 - [GCN] Epoch 0025 | loss 0.3558 | val@20 0.2152 | test@20 0.1840 | best 0.2924 (ep 15)
2025-12-10 06:32:24 - [GCN] Epoch 0030 | loss 0.3385 | val@20 0.2550 | test@20 0.1828 | best 0.2924 (ep 15)
2025-12-10 06:32:37 - [GCN] Epoch 0035 | loss 0.3178 | val@20 0.2449 | test@20 0.2301 | best 0.2924 (ep 15)
2025-12-10 06:32:50 - [GCN] Epoch 0040 | loss 0.3165 | val@20 0.2845 | test@20 0.2103 | best 0.2924 (ep 15)
2025-12-10 06:33:04 - [GCN] Epoch 0045 | loss 0.2867 | val@20 0.2356 | test@20 0.2245 | best 0.2924 (ep 15)
2025-12-10 06:33:17 - [GCN] Epoch 0050 | loss 0.2727 | val@20 0.3120 | test@20 0.2398 | best 0.3120 (ep 50)
2025-12-10 06:33:30 - [GCN] Epoch 0055 | loss 0.2594 | val@20 0.3035 | test@20 0.2369 | best 0.3120 (ep 50)
2025-12-10 06:33:43 - [GCN] Epoch 0060 | loss 0.2545 | val@20 0.3261 | test@20 0.3367 | best 0.3261 (ep 60)
2025-12-10 06:33:55 - [GCN] Epoch 0065 | loss 0.2446 | val@20 0.2650 | test@20 0.2913 | best 0.3261 (ep 60)
2025-12-10 06:34:09 - [GCN] Epoch 0070 | loss 0.2371 | val@20 0.3537 | test@20 0.3273 | best 0.3537 (ep 70)
2025-12-10 06:34:22 - [GCN] Epoch 0075 | loss 0.2340 | val@20 0.4154 | test@20 0.4521 | best 0.4154 (ep 75)
2025-12-10 06:34:36 - [GCN] Epoch 0080 | loss 0.2328 | val@20 0.4433 | test@20 0.3681 | best 0.4433 (ep 80)
2025-12-10 06:34:48 - [GCN] Epoch 0085 | loss 0.2275 | val@20 0.3765 | test@20 0.2333 | best 0.4433 (ep 80)
2025-12-10 06:35:01 - [GCN] Epoch 0090 | loss 0.2231 | val@20 0.3588 | test@20 0.2444 | best 0.4433 (ep 80)
2025-12-10 06:35:15 - [GCN] Epoch 0095 | loss 0.2175 | val@20 0.4228 | test@20 0.3805 | best 0.4433 (ep 80)
2025-12-10 06:35:28 - [GCN] Epoch 0100 | loss 0.2144 | val@20 0.4585 | test@20 0.5177 | best 0.4585 (ep 100)
2025-12-10 06:35:41 - [GCN] Epoch 0105 | loss 0.2126 | val@20 0.3727 | test@20 0.3228 | best 0.4585 (ep 100)
