2025-12-10 10:51:13 - OGBL-DDI Link Prediction - GCN with External Features
2025-12-10 10:51:13 - Device: cuda:0
2025-12-10 10:51:13 - Log directory: logs/ddi_gcn_dti_20251210_105113
2025-12-10 10:51:13 - ================================================================================
2025-12-10 10:51:13 - Dataset: 4267 nodes, 2135822 edges
2025-12-10 10:51:13 - Train edges: 1067911
2025-12-10 10:51:13 - Valid edges: 133489 pos, 101882 neg
2025-12-10 10:51:13 - Test edges: 133489 pos, 95599 neg
2025-12-10 10:51:13 - Loading external features...
2025-12-10 10:51:13 - Loaded drug-target features: shape=torch.Size([4267, 229])
2025-12-10 10:51:13 -   Drug-target features: 229 dims
2025-12-10 10:51:13 - Combined features: 229 dims total
2025-12-10 10:51:13 - Loaded features: {'drug_targets': 229}
2025-12-10 10:51:13 - Total feature dimension: 229
2025-12-10 10:51:13 - ================================================================================
2025-12-10 10:51:13 - Model Configuration:
2025-12-10 10:51:13 -   architecture: GCN + MLP
2025-12-10 10:51:13 -   num_layers: 2
2025-12-10 10:51:13 -   hidden_channels: 256
2025-12-10 10:51:13 -   dropout: 0.5
2025-12-10 10:51:13 -   fusion: concat
2025-12-10 10:51:13 -   external_features: ['drug_targets']
2025-12-10 10:51:13 - Training Configuration:
2025-12-10 10:51:13 -   epochs: 2000
2025-12-10 10:51:13 -   lr: 0.005
2025-12-10 10:51:13 -   batch_size: 65536
2025-12-10 10:51:13 -   eval_steps: 5
2025-12-10 10:51:13 -   runs: 1
2025-12-10 10:51:13 - ================================================================================
2025-12-10 10:51:27 - [GCN] Epoch 0005 | loss 0.7327 | val@20 0.0748 | test@20 0.0472 | best 0.0748 (ep 5)
2025-12-10 10:51:39 - [GCN] Epoch 0010 | loss 0.5704 | val@20 0.2481 | test@20 0.2484 | best 0.2481 (ep 10)
2025-12-10 10:51:52 - [GCN] Epoch 0015 | loss 0.5379 | val@20 0.2478 | test@20 0.2329 | best 0.2481 (ep 10)
2025-12-10 10:52:05 - [GCN] Epoch 0020 | loss 0.4723 | val@20 0.2037 | test@20 0.1378 | best 0.2481 (ep 10)
2025-12-10 10:52:17 - [GCN] Epoch 0025 | loss 0.4191 | val@20 0.3314 | test@20 0.2277 | best 0.3314 (ep 25)
2025-12-10 10:52:30 - [GCN] Epoch 0030 | loss 0.3918 | val@20 0.1854 | test@20 0.1010 | best 0.3314 (ep 25)
2025-12-10 10:52:43 - [GCN] Epoch 0035 | loss 0.3573 | val@20 0.2355 | test@20 0.1962 | best 0.3314 (ep 25)
2025-12-10 10:52:55 - [GCN] Epoch 0040 | loss 0.3305 | val@20 0.3182 | test@20 0.1766 | best 0.3314 (ep 25)
2025-12-10 10:53:09 - [GCN] Epoch 0045 | loss 0.3084 | val@20 0.3466 | test@20 0.1850 | best 0.3466 (ep 45)
2025-12-10 10:53:21 - [GCN] Epoch 0050 | loss 0.2913 | val@20 0.2436 | test@20 0.1227 | best 0.3466 (ep 45)
2025-12-10 10:53:34 - [GCN] Epoch 0055 | loss 0.2752 | val@20 0.2666 | test@20 0.1703 | best 0.3466 (ep 45)
2025-12-10 10:53:47 - [GCN] Epoch 0060 | loss 0.2700 | val@20 0.2367 | test@20 0.1362 | best 0.3466 (ep 45)
2025-12-10 10:54:00 - [GCN] Epoch 0065 | loss 0.2639 | val@20 0.3553 | test@20 0.2206 | best 0.3553 (ep 65)
2025-12-10 10:54:13 - [GCN] Epoch 0070 | loss 0.2494 | val@20 0.2738 | test@20 0.1628 | best 0.3553 (ep 65)
2025-12-10 10:54:26 - [GCN] Epoch 0075 | loss 0.2483 | val@20 0.2998 | test@20 0.2894 | best 0.3553 (ep 65)
2025-12-10 10:54:38 - [GCN] Epoch 0080 | loss 0.2403 | val@20 0.2661 | test@20 0.2028 | best 0.3553 (ep 65)
2025-12-10 10:54:51 - [GCN] Epoch 0085 | loss 0.2407 | val@20 0.3658 | test@20 0.3089 | best 0.3658 (ep 85)
2025-12-10 10:55:05 - [GCN] Epoch 0090 | loss 0.2294 | val@20 0.3105 | test@20 0.3396 | best 0.3658 (ep 85)
2025-12-10 10:55:18 - [GCN] Epoch 0095 | loss 0.2269 | val@20 0.3112 | test@20 0.2121 | best 0.3658 (ep 85)
2025-12-10 10:55:30 - [GCN] Epoch 0100 | loss 0.2252 | val@20 0.3939 | test@20 0.4100 | best 0.3939 (ep 100)
2025-12-10 10:55:43 - [GCN] Epoch 0105 | loss 0.2208 | val@20 0.3902 | test@20 0.3825 | best 0.3939 (ep 100)
2025-12-10 10:55:56 - [GCN] Epoch 0110 | loss 0.2202 | val@20 0.3267 | test@20 0.3745 | best 0.3939 (ep 100)
2025-12-10 10:56:09 - [GCN] Epoch 0115 | loss 0.2151 | val@20 0.4245 | test@20 0.4123 | best 0.4245 (ep 115)
2025-12-10 10:56:22 - [GCN] Epoch 0120 | loss 0.2140 | val@20 0.3476 | test@20 0.4373 | best 0.4245 (ep 115)
2025-12-10 10:56:35 - [GCN] Epoch 0125 | loss 0.2086 | val@20 0.3686 | test@20 0.3901 | best 0.4245 (ep 115)
